"date" "time" "size" "r_version" "r_arch" "r_os" "package" "version" "country" "ip_id"
"13744904" "2015-03-12" "22:56:31" 14964 NA NA NA "dosresmeta" "1.2" "US" 22695
"13796910" "2015-03-13" "00:22:03" 11634 NA NA NA "dosresmeta" "1.0" "US" 2
"13796911" "2015-03-13" "00:22:03" 15837 NA NA NA "dosresmeta" "1.1" "US" 2
"13796912" "2015-03-13" "00:22:03" 10038 NA NA NA "dosresmeta" "1.2.1" "US" 2
"13796913" "2015-03-13" "00:22:03" 10034 NA NA NA "dosresmeta" "1.2.2" "US" 2
"13796914" "2015-03-13" "00:22:03" 14964 NA NA NA "dosresmeta" "1.2" "US" 2
"13903735" "2015-03-13" "09:05:07" 64442 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "KR" 6003
"13987304" "2015-03-13" "14:04:31" 64441 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "FR" 12729
"14002438" "2015-03-13" "15:18:38" 64442 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 11113
"14035214" "2015-03-13" "16:45:53" 64436 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "EG" 12178
"14036733" "2015-03-13" "16:49:25" 64384 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "UY" 14830
"14059154" "2015-03-13" "17:09:56" 64436 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 14823
"14081510" "2015-03-13" "19:19:41" 64436 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 18032
"14116557" "2015-03-13" "20:53:43" 21311 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1437
"14129506" "2015-03-13" "21:54:31" 64442 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 18032
"14142953" "2015-03-13" "22:06:24" 64436 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "IN" 12618
"14233989" "2015-03-14" "12:06:07" 64441 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 5261
"14241052" "2015-03-14" "13:08:13" 62243 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 5455
"14281714" "2015-03-14" "17:47:35" 64363 NA NA NA "dosresmeta" "1.3.0" "DE" 8753
"14321297" "2015-03-14" "19:33:30" 64368 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CA" 9934
"14336075" "2015-03-14" "20:57:39" 64368 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 10915
"14370821" "2015-03-14" "22:35:00" 64363 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "PL" 8192
"14374796" "2015-03-14" "22:28:45" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 12394
"14433218" "2015-03-15" "05:48:50" 64369 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "PL" 7
"14453434" "2015-03-15" "08:00:49" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 3819
"14453435" "2015-03-15" "08:00:50" 64214 NA NA NA "dosresmeta" "1.3.0" "CN" 3819
"14489586" "2015-03-15" "13:47:52" 64368 NA NA NA "dosresmeta" "1.3.0" "US" 1329
"14563494" "2015-03-15" "20:08:44" 64398 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "HK" 12407
"14619762" "2015-03-16" "02:15:00" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1380
"14619763" "2015-03-16" "02:15:01" 64214 NA NA NA "dosresmeta" "1.3.0" "CN" 1380
"14625786" "2015-03-16" "02:57:44" 64403 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 1744
"14663844" "2015-03-16" "06:10:53" 21311 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 4341
"14741652" "2015-03-16" "12:36:06" 64398 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IN" 8725
"14774425" "2015-03-16" "13:57:44" 64403 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 11086
"14946034" "2015-03-17" "01:48:05" 64398 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GH" 62
"14946163" "2015-03-17" "01:49:29" 64403 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "AU" 13
"14957254" "2015-03-17" "02:49:33" 64409 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "AU" 13
"14965018" "2015-03-17" "03:07:10" 64398 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2317
"14975738" "2015-03-17" "03:40:12" 64409 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "AU" 13
"14976022" "2015-03-17" "03:41:31" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 3103
"14976023" "2015-03-17" "03:41:32" 64403 NA NA NA "dosresmeta" "1.3.0" "CN" 3103
"15015082" "2015-03-17" "07:19:45" 64380 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "ES" 4
"15018871" "2015-03-17" "07:29:44" 21311 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 4910
"15049020" "2015-03-17" "09:43:19" 21316 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "EU" 7439
"15174315" "2015-03-17" "16:52:56" 64380 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "CA" 15078
"15188837" "2015-03-17" "17:02:54" 64385 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 12735
"15261158" "2015-03-17" "21:40:24" 61367 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 21579
"15301568" "2015-03-18" "00:38:12" 64504 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 3
"15336487" "2015-03-18" "04:05:01" 64504 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 2947
"15359669" "2015-03-18" "06:32:03" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 5291
"15359670" "2015-03-18" "06:32:04" 64509 NA NA NA "dosresmeta" "1.3.0" "CN" 5291
"15372405" "2015-03-18" "07:47:25" 21311 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 5463
"15382312" "2015-03-18" "08:25:07" 64509 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 5586
"15385435" "2015-03-18" "08:32:10" 64010 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4798
"15446458" "2015-03-18" "12:55:35" 21316 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 6256
"15461629" "2015-03-18" "13:40:15" 64509 "3.0.2" "i686" "linux-gnu" "dosresmeta" "1.3.0" "US" 1781
"15485690" "2015-03-18" "14:15:04" 64509 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 11411
"15494921" "2015-03-18" "14:55:58" 64509 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BR" 13139
"15498181" "2015-03-18" "14:34:10" 21311 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 11397
"15619390" "2015-03-18" "21:26:38" 64405 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "RO" 20635
"15622214" "2015-03-18" "21:47:06" 21311 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 5463
"15624091" "2015-03-18" "21:51:21" 62243 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 21599
"15642591" "2015-03-18" "22:17:54" 62243 "3.1.2" "x86_64" "darwin14.1.0" "dosresmeta" "1.3.0" "US" 22523
"15669187" "2015-03-19" "00:39:35" 64405 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 4
"15687333" "2015-03-19" "01:40:23" 64410 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "PL" 1065
"15690891" "2015-03-19" "01:25:30" 64410 NA NA NA "dosresmeta" "1.3.0" "CN" 934
"15713308" "2015-03-19" "04:08:05" 64410 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "NO" 16
"15860120" "2015-03-19" "15:53:37" 21311 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 14318
"15862460" "2015-03-19" "15:01:05" 64186 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CA" 14204
"15894937" "2015-03-19" "17:32:44" 61367 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 16920
"15968579" "2015-03-19" "22:47:23" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 22727
"15968580" "2015-03-19" "22:47:24" 64403 NA NA NA "dosresmeta" "1.3.0" "CN" 22727
"15986056" "2015-03-19" "23:37:28" 64403 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 22552
"16001081" "2015-03-20" "00:10:18" 64186 NA NA NA "dosresmeta" "1.3.0" "ES" 2
"16007587" "2015-03-20" "00:30:16" 64398 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 206
"16045508" "2015-03-20" "05:27:17" 64398 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "VN" 3538
"16054667" "2015-03-20" "06:47:38" 64398 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2587
"16074229" "2015-03-20" "07:36:10" 21311 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2783
"16218073" "2015-03-20" "18:22:41" 21311 "3.1.3" "i486" "linux-gnu" "dosresmeta" "1.3.0" "RU" 16207
"16268888" "2015-03-20" "21:57:08" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 19345
"16268889" "2015-03-20" "21:57:08" 64325 NA NA NA "dosresmeta" "1.3.0" "CN" 19345
"16353832" "2015-03-21" "10:58:16" 64276 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IN" 4170
"16361661" "2015-03-21" "11:29:55" 64281 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "CN" 4173
"16400197" "2015-03-21" "15:06:32" 64276 "3.0.3" "i386" "mingw32" "dosresmeta" "1.3.0" "HK" 4182
"16404686" "2015-03-21" "15:57:31" 64281 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "PL" 7370
"16409335" "2015-03-21" "16:53:29" 64281 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 7732
"16409687" "2015-03-21" "16:56:34" 64282 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "CI" 7662
"16421340" "2015-03-21" "17:58:41" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 9137
"16421341" "2015-03-21" "17:58:42" 64281 NA NA NA "dosresmeta" "1.3.0" "CN" 9137
"16427884" "2015-03-21" "17:43:40" 64378 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9083
"16478874" "2015-03-21" "21:42:29" 64276 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 11539
"16487110" "2015-03-21" "21:57:47" 64276 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "PL" 8795
"16502972" "2015-03-21" "22:07:20" 64281 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "RU" 11540
"16512401" "2015-03-21" "22:22:57" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 10823
"16535165" "2015-03-21" "23:08:08" 64281 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IT" 11544
"16536691" "2015-03-22" "00:28:57" 21311 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "ES" 7
"16546385" "2015-03-22" "01:20:44" 64276 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "BR" 4
"16547501" "2015-03-22" "01:58:47" 64282 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "HK" 790
"16594974" "2015-03-22" "07:00:13" 64287 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 3301
"16597484" "2015-03-22" "07:03:42" 64290 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 3301
"16609624" "2015-03-22" "07:18:44" 21311 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 3301
"16616322" "2015-03-22" "08:17:18" 21311 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 7
"16625188" "2015-03-22" "09:46:12" 21317 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 7
"16652427" "2015-03-22" "11:32:34" 21317 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 7
"16652908" "2015-03-22" "12:33:54" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 6252
"16652909" "2015-03-22" "12:33:55" 64378 NA NA NA "dosresmeta" "1.3.0" "CN" 6252
"16674727" "2015-03-22" "14:14:17" 21317 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 7
"16712050" "2015-03-22" "17:25:52" 21317 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "ES" 7
"16721249" "2015-03-22" "18:16:23" 21317 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 7
"16727560" "2015-03-22" "18:38:18" 64375 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 9931
"16739801" "2015-03-22" "19:41:07" 21317 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "ES" 7
"16785566" "2015-03-22" "23:29:14" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 14217
"16785567" "2015-03-22" "23:29:15" 64378 NA NA NA "dosresmeta" "1.3.0" "CN" 14217
"16813937" "2015-03-23" "02:30:36" 64375 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "CN" 1771
"16878971" "2015-03-23" "09:17:19" 64375 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 1771
"16962883" "2015-03-23" "14:57:30" 64370 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BG" 10535
"16999967" "2015-03-23" "16:17:19" 64375 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "AT" 11198
"17007327" "2015-03-23" "16:58:48" 64376 "3.0.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "CN" 9627
"17078369" "2015-03-23" "21:26:48" 21311 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 2382
"17079289" "2015-03-23" "21:30:01" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 18745
"17079290" "2015-03-23" "21:30:02" 64369 NA NA NA "dosresmeta" "1.3.0" "CN" 18745
"17118206" "2015-03-23" "23:08:48" 64369 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 23182
"17142831" "2015-03-24" "01:04:32" 64718 "3.0.3" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 3
"17150050" "2015-03-24" "02:14:20" 64369 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 862
"17332201" "2015-03-24" "16:13:49" 64364 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 9645
"17413421" "2015-03-24" "21:37:19" 21311 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 22078
"17426174" "2015-03-24" "21:14:07" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 22700
"17426175" "2015-03-24" "21:14:08" 64723 NA NA NA "dosresmeta" "1.3.0" "CN" 22700
"17492600" "2015-03-25" "03:50:46" 21311 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 64
"17494905" "2015-03-25" "03:37:03" 64375 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "ID" 2100
"17511750" "2015-03-25" "04:49:57" 64369 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 2177
"17534045" "2015-03-25" "07:18:47" 21317 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 5654
"17660089" "2015-03-25" "15:49:47" 61372 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17671386" "2015-03-25" "15:36:34" 61275 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17691698" "2015-03-25" "16:36:22" 62248 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17702586" "2015-03-25" "16:19:22" 61372 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17704996" "2015-03-25" "16:00:20" 61779 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17708945" "2015-03-25" "16:54:47" 62248 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17726926" "2015-03-25" "16:09:07" 61779 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17754868" "2015-03-25" "17:06:27" 62248 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17787736" "2015-03-25" "18:18:56" 64364 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 14440
"17798286" "2015-03-25" "18:00:20" 61020 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17805673" "2015-03-25" "18:10:52" 61020 NA NA NA "dosresmeta" "1.3.0" "US" 14438
"17838860" "2015-03-25" "19:32:24" 21317 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 5654
"17853336" "2015-03-25" "20:34:51" 21317 "3.0.1" "i386" "mingw32" "dosresmeta" "1.3.0" "ES" 5654
"17891680" "2015-03-25" "23:04:40" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 15162
"17891681" "2015-03-25" "23:04:41" 64723 NA NA NA "dosresmeta" "1.3.0" "CN" 15162
"17898106" "2015-03-25" "23:34:37" 64369 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "CA" 16705
"17965907" "2015-03-26" "07:27:01" 21311 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 5525
"18094995" "2015-03-26" "15:20:02" 64369 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 10657
"18095241" "2015-03-26" "15:19:50" 64364 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "CA" 12595
"18165146" "2015-03-26" "19:04:06" 21311 "3.1.0" "i386" "mingw32" "dosresmeta" "1.3.0" "ES" 18209
"18210080" "2015-03-26" "22:44:03" 21311 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "MX" 22393
"18217665" "2015-03-26" "22:28:45" 64364 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "TR" 21675
"18230208" "2015-03-27" "00:18:53" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 29
"18230209" "2015-03-27" "00:18:53" 64723 NA NA NA "dosresmeta" "1.3.0" "CN" 29
"18323721" "2015-03-27" "09:06:08" 64375 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "SG" 5329
"18403303" "2015-03-27" "15:02:59" 64076 NA NA NA "dosresmeta" "1.3.0" "US" 6600
"18436817" "2015-03-27" "17:56:48" 64701 "3.1.3" "i486" "linux-gnu" "dosresmeta" "1.3.0" "CN" 14273
"18444238" "2015-03-27" "17:17:48" 64364 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "FR" 12838
"18528794" "2015-03-28" "01:00:22" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 483
"18528795" "2015-03-28" "01:00:23" 64076 NA NA NA "dosresmeta" "1.3.0" "CN" 483
"18578469" "2015-03-28" "08:04:08" 21311 "3.1.2" "i386" "mingw32" "dosresmeta" "1.3.0" "ES" 2901
"18608202" "2015-03-28" "13:10:22" 64364 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 5113
"18661705" "2015-03-28" "18:35:51" 21317 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 2901
"18719418" "2015-03-28" "22:13:01" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 5616
"18726413" "2015-03-28" "22:46:54" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 11740
"18726414" "2015-03-28" "22:46:54" 64398 NA NA NA "dosresmeta" "1.3.0" "CN" 11740
"18764361" "2015-03-29" "03:32:08" 64398 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "CN" 1265
"18789414" "2015-03-29" "07:44:26" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 3440
"18789415" "2015-03-29" "07:44:27" 64438 NA NA NA "dosresmeta" "1.3.0" "CN" 3440
"18799668" "2015-03-29" "08:49:01" 64393 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 1256
"18803842" "2015-03-29" "09:31:23" 64438 NA NA NA "dosresmeta" "1.3.0" "US" 68
"18808864" "2015-03-29" "10:58:58" 21317 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 4847
"18841635" "2015-03-29" "13:20:01" 64393 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "VN" 3429
"18841775" "2015-03-29" "13:20:49" 62243 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 6320
"18853670" "2015-03-29" "15:36:04" 21317 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 4847
"18907002" "2015-03-29" "19:40:11" 21311 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 10392
"18922965" "2015-03-29" "21:08:23" 62249 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "JP" 6320
"18932944" "2015-03-29" "21:25:45" 21317 "3.1.3" "x86_64" "darwin14.1.0" "dosresmeta" "1.3.0" "US" 10392
"18940815" "2015-03-29" "22:27:33" 64438 NA NA NA "dosresmeta" "1.3.0" "US" 68
"18953681" "2015-03-29" "23:11:51" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1657
"18953682" "2015-03-29" "23:11:52" 64438 NA NA NA "dosresmeta" "1.3.0" "CN" 1657
"18994548" "2015-03-30" "04:12:45" 64600 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "VN" 1084
"19012212" "2015-03-30" "05:50:56" 21311 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 391
"19070785" "2015-03-30" "10:01:45" 64393 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "SE" 7782
"19119387" "2015-03-30" "13:37:53" 64398 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "GB" 11257
"19196698" "2015-03-30" "17:38:48" 61270 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 16116
"19217466" "2015-03-30" "19:51:10" 64295 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 19559
"19232825" "2015-03-30" "19:31:40" 64290 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 19065
"19238354" "2015-03-30" "19:59:21" 64305 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 19560
"19288382" "2015-03-30" "22:01:09" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 22567
"19288383" "2015-03-30" "22:01:10" 64295 NA NA NA "dosresmeta" "1.3.0" "CN" 22567
"19290927" "2015-03-30" "22:25:23" 64290 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 20799
"19303942" "2015-03-30" "23:58:10" 21311 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 17424
"19335715" "2015-03-31" "01:14:41" 64610 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "VN" 8
"19344447" "2015-03-31" "02:37:24" 62243 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 2666
"19384172" "2015-03-31" "05:23:48" 64290 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "HK" 3817
"19393381" "2015-03-31" "06:36:36" 61270 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4635
"19401442" "2015-03-31" "06:00:55" 62243 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "HK" 3879
"19410206" "2015-03-31" "06:07:27" 64301 "2.15.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 4613
"19412812" "2015-03-31" "06:11:54" 64290 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MX" 4570
"19416192" "2015-03-31" "06:55:32" 61367 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 5113
"19429568" "2015-03-31" "07:00:13" 64295 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 5124
"19455608" "2015-03-31" "08:17:13" 61373 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 5113
"19462128" "2015-03-31" "08:32:30" 64290 "3.2.0" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 5117
"19464104" "2015-03-31" "08:46:20" 64624 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "VN" 5118
"19532424" "2015-03-31" "12:02:49" 64295 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "NL" 9275
"19600333" "2015-03-31" "16:35:33" 21317 "3.1.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 1
"19605246" "2015-03-31" "16:43:14" 64290 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "VN" 15624
"19620402" "2015-03-31" "16:09:27" 21311 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 16190
"19640850" "2015-03-31" "17:50:17" 21311 "3.1.3" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "IN" 17072
"19649347" "2015-03-31" "18:16:00" 21311 "3.1.3" "i386" "mingw32" "dosresmeta" "1.3.0" "RU" 18734
"19697173" "2015-03-31" "21:07:29" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 22185
"19697174" "2015-03-31" "21:07:30" 64629 NA NA NA "dosresmeta" "1.3.0" "CN" 22185
"19711123" "2015-03-31" "21:29:16" 64400 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "KR" 22122
"19732705" "2015-03-31" "23:11:04" 64400 "3.1.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 23029
"19733840" "2015-03-31" "23:14:05" 62243 "3.1.0" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "HK" 2202
"19769679" "2015-04-01" "01:14:58" 64400 "3.1.3" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 8
"19776904" "2015-04-01" "02:19:44" 64400 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "NZ" 1135
"19788114" "2015-04-01" "02:55:44" 64630 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "VN" 2144
"19801038" "2015-04-01" "03:59:12" 61367 "3.1.2" "x86_64" "darwin13.4.0" "dosresmeta" "1.3.0" "US" 3266
"19802426" "2015-04-01" "03:31:34" 62249 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 2521
"19819605" "2015-04-01" "05:55:57" 64411 "3.1.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4533
